gene_symbol,ensg_id,gene_type,gene_length,ensp_id,protein_length
SAMD4A,ENSG00000020577,protein_coding,12333,ENSP00000375919,718
RUNX3,ENSG00000020633,protein_coding,4922,ENSP00000343477,429
MRE11,ENSG00000020922,protein_coding,7674,ENSP00000385614,711
PLEKHB1,ENSG00000021300,protein_coding,4933,ENSP00000346127,243
SERPINB1,ENSG00000021355,protein_coding,3047,ENSP00000370115,379
CYP3A43,ENSG00000021461,protein_coding,2628,ENSP00000222382,504
SLC7A9,ENSG00000021488,protein_coding,2598,ENSP00000023064,487
SPAST,ENSG00000021574,protein_coding,9950,ENSP00000320885,616
NRXN3,ENSG00000021645,protein_coding,15534,ENSP00000338349,1571
OSBPL5,ENSG00000021762,protein_coding,7473,ENSP00000263650,879
AQR,ENSG00000021776,protein_coding,13431,ENSP00000156471,1485
CPS1,ENSG00000021826,protein_coding,11018,ENSP00000402608,1506
C8B,ENSG00000021852,protein_coding,3931,ENSP00000360281,591
FHL1,ENSG00000022267,protein_coding,5862,ENSP00000377710,323
RTF2,ENSG00000022277,protein_coding,4063,ENSP00000023939,336
GABRA1,ENSG00000022355,protein_coding,8420,ENSP00000490360,471
NLRP2,ENSG00000022556,protein_coding,6313,ENSP00000409370,1062
SLC45A4,ENSG00000022567,protein_coding,8608,ENSP00000428137,808
RNF10,ENSG00000022840,protein_coding,5900,ENSP00000415682,816
ZNF839,ENSG00000022976,protein_coding,5595,ENSP00000399863,927
ZDHHC6,ENSG00000023041,protein_coding,9250,ENSP00000507388,441
GRAMD1B,ENSG00000023171,protein_coding,14932,ENSP00000490062,877
RNH1,ENSG00000023191,protein_coding,7374,ENSP00000348515,461
NDUFS1,ENSG00000023228,protein_coding,12174,ENSP00000233190,727
RB1CC1,ENSG00000023287,protein_coding,7613,ENSP00000025008,1594
ERP44,ENSG00000023318,protein_coding,14212,ENSP00000262455,406
ALAS1,ENSG00000023330,protein_coding,2536,ENSP00000309259,640
BIRC3,ENSG00000023445,protein_coding,7484,ENSP00000501181,645
AKAP11,ENSG00000023516,protein_coding,9915,ENSP00000025301,1901
GLRX2,ENSG00000023572,protein_coding,6210,ENSP00000356410,165
SNAPC1,ENSG00000023608,protein_coding,2593,ENSP00000216294,368
DERA,ENSG00000023697,protein_coding,2813,ENSP00000416583,318
STRAP,ENSG00000023734,protein_coding,2215,ENSP00000025399,363
ABCC2,ENSG00000023839,protein_coding,7837,ENSP00000497274,1545
DEF6,ENSG00000023892,protein_coding,5066,ENSP00000319831,631
PLEKHO1,ENSG00000023902,protein_coding,6629,ENSP00000358120,409
GCLM,ENSG00000023909,protein_coding,5426,ENSP00000359258,274
UBR2,ENSG00000024048,protein_coding,8874,ENSP00000361992,1755
EHD2,ENSG00000024422,protein_coding,3844,ENSP00000263277,543
DEPDC1,ENSG00000024526,protein_coding,5904,ENSP00000412292,811
CCDC28A,ENSG00000024862,protein_coding,1247,ENSP00000482946,184
RRAGD,ENSG00000025039,protein_coding,5095,ENSP00000358423,400
HSF2,ENSG00000025156,protein_coding,2697,ENSP00000357440,536
PHF20,ENSG00000025293,protein_coding,8372,ENSP00000363124,1012
HSD17B6,ENSG00000025423,protein_coding,2272,ENSP00000318631,317
NR1H3,ENSG00000025434,protein_coding,4534,ENSP00000433271,466
TYMP,ENSG00000025708,protein_coding,3600,ENSP00000379038,487
NCAPH2,ENSG00000025770,protein_coding,4459,ENSP00000299821,606
TOMM34,ENSG00000025772,protein_coding,1973,ENSP00000361900,309
SEC63,ENSG00000025796,protein_coding,8606,ENSP00000357998,760
KPNA6,ENSG00000025800,protein_coding,7457,ENSP00000362728,536
VIM,ENSG00000026025,protein_coding,5176,ENSP00000224237,466
RTEL1-TNFRSF6B,ENSG00000026036,protein_coding,9093,ENSP00000457428,785
FAS,ENSG00000026103,protein_coding,29313,ENSP00000512861,366
RNASET2,ENSG00000026297,protein_coding,19532,ENSP00000422846,256
CD44,ENSG00000026508,protein_coding,9992,ENSP00000398632,742
KCNG1,ENSG00000026559,protein_coding,5415,ENSP00000360626,513
AGPAT4,ENSG00000026652,protein_coding,14253,ENSP00000314036,378
SLAMF7,ENSG00000026751,protein_coding,4833,ENSP00000357022,335
BTN3A1,ENSG00000026950,protein_coding,5539,ENSP00000289361,513
MIPEP,ENSG00000027001,protein_coding,3388,ENSP00000371607,713
PRKCH,ENSG00000027075,protein_coding,8951,ENSP00000329127,683
INSRR,ENSG00000027644,protein_coding,5200,ENSP00000357178,1297
IFNGR1,ENSG00000027697,protein_coding,3549,ENSP00000356713,489
B4GALT7,ENSG00000027847,protein_coding,4878,ENSP00000029410,327
SH2D2A,ENSG00000027869,protein_coding,2501,ENSP00000376123,399
VRK2,ENSG00000028116,protein_coding,3531,ENSP00000342381,508
TNFRSF1B,ENSG00000028137,protein_coding,3778,ENSP00000365435,461
VEZT,ENSG00000028203,protein_coding,8766,ENSP00000410083,779
POU2F2,ENSG00000028277,protein_coding,9072,ENSP00000509972,624
BRD9,ENSG00000028310,protein_coding,9549,ENSP00000419765,597
SNX1,ENSG00000028528,protein_coding,9789,ENSP00000261889,557
TBPL1,ENSG00000028839,protein_coding,5039,ENSP00000237264,186
ARNTL2,ENSG00000029153,protein_coding,7001,ENSP00000266503,636
BCLAF1,ENSG00000029363,protein_coding,9533,ENSP00000435210,920
SLC39A9,ENSG00000029364,protein_coding,7138,ENSP00000336887,307
ANK1,ENSG00000029534,protein_coding,10996,ENSP00000516136,1953
IBSP,ENSG00000029559,protein_coding,1573,ENSP00000226284,317
TFB1M,ENSG00000029639,protein_coding,4111,ENSP00000356134,346
RABEP1,ENSG00000029725,protein_coding,7059,ENSP00000445408,862
HMGB3,ENSG00000029993,protein_coding,3914,ENSP00000359393,200
NUP160,ENSG00000030066,protein_coding,8576,ENSP00000511549,1436
BAK1,ENSG00000030110,protein_coding,2212,ENSP00000363591,211
MUSK,ENSG00000030304,protein_coding,9176,ENSP00000363571,869
IKZF2,ENSG00000030419,protein_coding,12243,ENSP00000342876,532
GRN,ENSG00000030582,protein_coding,3524,ENSP00000053867,593
FAM13B,ENSG00000031003,protein_coding,6808,ENSP00000509788,937
ARHGAP31,ENSG00000031081,protein_coding,9374,ENSP00000264245,1444
CENPQ,ENSG00000031691,protein_coding,1741,ENSP00000337289,268
SARS1,ENSG00000031698,protein_coding,3849,ENSP00000358939,536
RANBP3,ENSG00000031823,protein_coding,7445,ENSP00000341483,567
ARID4A,ENSG00000032219,protein_coding,7449,ENSP00000347602,1257
EIPR1,ENSG00000032389,protein_coding,5723,ENSP00000381652,414
PNPLA6,ENSG00000032444,protein_coding,7161,ENSP00000407509,1375
IFT88,ENSG00000032742,protein_coding,6049,ENSP00000323580,833
ALG1,ENSG00000033011,protein_coding,10637,ENSP00000262374,464
ZCCHC8,ENSG00000033030,protein_coding,8981,ENSP00000488055,707
ABCF2,ENSG00000033050,protein_coding,5158,ENSP00000287844,623
CHPF2,ENSG00000033100,protein_coding,6498,ENSP00000035307,772
LRRC7,ENSG00000033122,protein_coding,30043,ENSP00000498937,1575
FUT8,ENSG00000033170,protein_coding,6976,ENSP00000353910,575
UBA6,ENSG00000033178,protein_coding,11408,ENSP00000313454,1052
GAB2,ENSG00000033327,protein_coding,6775,ENSP00000354952,676
ATP6V0A1,ENSG00000033627,protein_coding,12938,ENSP00000515525,879
PIAS1,ENSG00000033800,protein_coding,10647,ENSP00000438574,653
SLC4A7,ENSG00000033867,protein_coding,9564,ENSP00000390394,1259
APBA2,ENSG00000034053,protein_coding,6869,ENSP00000453293,749
MAP2K3,ENSG00000034152,protein_coding,3775,ENSP00000345083,347
CLXN,ENSG00000034239,protein_coding,5822,ENSP00000262103,211
TMSB10,ENSG00000034510,protein_coding,461,ENSP00000233143,44
ASTE1,ENSG00000034533,protein_coding,3427,ENSP00000426421,704
RNF19A,ENSG00000034677,protein_coding,5852,ENSP00000342667,838
PEX3,ENSG00000034693,protein_coding,2830,ENSP00000356563,373
GABARAPL2,ENSG00000034713,protein_coding,3010,ENSP00000037243,117
MYOC,ENSG00000034971,protein_coding,2104,ENSP00000037502,504
SH3YL1,ENSG00000035115,protein_coding,11132,ENSP00000348471,342
FAM136A,ENSG00000035141,protein_coding,3062,ENSP00000397269,245
VCL,ENSG00000035403,protein_coding,9992,ENSP00000211998,1134
DEPDC1B,ENSG00000035499,protein_coding,3806,ENSP00000265036,529
DAPK2,ENSG00000035664,protein_coding,13661,ENSP00000453235,488
NSMAF,ENSG00000035681,protein_coding,6174,ENSP00000411012,948
ADSS2,ENSG00000035687,protein_coding,3441,ENSP00000355493,456
STAP1,ENSG00000035720,protein_coding,1951,ENSP00000265404,295
TIMP2,ENSG00000035862,protein_coding,6209,ENSP00000262768,220
RFC1,ENSG00000035928,protein_coding,6713,ENSP00000371321,1148
TBC1D23,ENSG00000036054,protein_coding,5176,ENSP00000377700,699
CUL3,ENSG00000036257,protein_coding,11505,ENSP00000264414,768
MYOM2,ENSG00000036448,protein_coding,7056,ENSP00000262113,1465
OTC,ENSG00000036473,protein_coding,3680,ENSP00000039007,354
CYP46A1,ENSG00000036530,protein_coding,9358,ENSP00000261835,500
ZZZ3,ENSG00000036549,protein_coding,9008,ENSP00000359837,903
SLC18A1,ENSG00000036565,protein_coding,3910,ENSP00000276373,525
USP2,ENSG00000036672,protein_coding,4523,ENSP00000260187,605
CASR,ENSG00000036828,protein_coding,12020,ENSP00000420194,1088
TUBG2,ENSG00000037042,protein_coding,2793,ENSP00000251412,451
RPL26L1,ENSG00000037241,protein_coding,1164,ENSP00000265100,145
FLT4,ENSG00000037280,protein_coding,8852,ENSP00000261937,1363
NSUN2,ENSG00000037474,protein_coding,5506,ENSP00000264670,767
FBXO42,ENSG00000037637,protein_coding,9009,ENSP00000364742,717
MFAP3,ENSG00000037749,protein_coding,10159,ENSP00000322956,362
MRI1,ENSG00000037757,protein_coding,3466,ENSP00000040663,369
METTL1,ENSG00000037897,protein_coding,1947,ENSP00000314441,276
HOXC8,ENSG00000037965,protein_coding,2417,ENSP00000040584,242
AGA,ENSG00000038002,protein_coding,2605,ENSP00000264595,346
PI4K2B,ENSG00000038210,protein_coding,3685,ENSP00000264864,481
BOD1L1,ENSG00000038219,protein_coding,15862,ENSP00000425492,3098
MAT2B,ENSG00000038274,protein_coding,8700,ENSP00000511611,341
TLL1,ENSG00000038295,protein_coding,8105,ENSP00000426082,1036
EDC4,ENSG00000038358,protein_coding,6140,ENSP00000351811,1401
TRIO,ENSG00000038382,protein_coding,19917,ENSP00000339299,3097
VCAN,ENSG00000038427,protein_coding,14678,ENSP00000265077,3396
CLEC16A,ENSG00000038532,protein_coding,12548,ENSP00000387122,1053
MSR1,ENSG00000038945,protein_coding,7812,ENSP00000405453,469
CDH1,ENSG00000039068,protein_coding,6076,ENSP00000261769,882
MTREX,ENSG00000039123,protein_coding,6347,ENSP00000230640,1042
DNAH5,ENSG00000039139,protein_coding,24848,ENSP00000265104,4624
ZFYVE16,ENSG00000039319,protein_coding,15490,ENSP00000337159,1539
RIPOR1,ENSG00000039523,protein_coding,6729,ENSP00000400099,1239
C6,ENSG00000039537,protein_coding,6900,ENSP00000263413,934
RAI14,ENSG00000039560,protein_coding,7581,ENSP00000427123,983
SOX30,ENSG00000039600,protein_coding,3489,ENSP00000265007,753
PNKP,ENSG00000039650,protein_coding,4545,ENSP00000323511,521
BEST2,ENSG00000039987,protein_coding,2646,ENSP00000042931,509
PHLPP2,ENSG00000040199,protein_coding,12493,ENSP00000454519,1358
SPDL1,ENSG00000040275,protein_coding,4775,ENSP00000265295,605
STAU2,ENSG00000040341,protein_coding,8964,ENSP00000428756,570
SLC66A1,ENSG00000040487,protein_coding,2686,ENSP00000364297,291
CTNS,ENSG00000040531,protein_coding,4949,ENSP00000371294,400
RTN4R,ENSG00000040608,protein_coding,3126,ENSP00000403535,559
PHF23,ENSG00000040633,protein_coding,2733,ENSP00000322579,403
CDH10,ENSG00000040731,protein_coding,3660,ENSP00000264463,788
INPP4A,ENSG00000040933,protein_coding,13690,ENSP00000427722,977
RAB27B,ENSG00000041353,protein_coding,7154,ENSP00000262094,218
PSMA4,ENSG00000041357,protein_coding,6994,ENSP00000044462,261
MYO16,ENSG00000041515,protein_coding,8816,ENSP00000401633,1880
LSG1,ENSG00000041802,protein_coding,4801,ENSP00000265245,658
PARP3,ENSG00000041880,protein_coding,3198,ENSP00000381740,533
TNC,ENSG00000041982,protein_coding,9589,ENSP00000265131,2201
THAP3,ENSG00000041988,protein_coding,4067,ENSP00000054650,239
RIPOR3,ENSG00000042062,protein_coding,6023,ENSP00000332663,950
TDP1,ENSG00000042088,protein_coding,6223,ENSP00000337353,608
AIFM2,ENSG00000042286,protein_coding,5135,ENSP00000312370,373
SPATA7,ENSG00000042317,protein_coding,6872,ENSP00000377176,599
MED17,ENSG00000042429,protein_coding,16610,ENSP00000492625,652
RETSAT,ENSG00000042445,protein_coding,4049,ENSP00000295802,610
CAPG,ENSG00000042493,protein_coding,2419,ENSP00000263867,348
AP2S1,ENSG00000042753,protein_coding,1558,ENSP00000470176,158
USH2A,ENSG00000042781,protein_coding,20633,ENSP00000501296,5226
ZPBP,ENSG00000042813,protein_coding,2625,ENSP00000046087,351
TG,ENSG00000042832,protein_coding,11132,ENSP00000220616,2768
ADAM28,ENSG00000042980,protein_coding,9381,ENSP00000514095,796
BARX2,ENSG00000043039,protein_coding,3752,ENSP00000281437,279
DCUN1D1,ENSG00000043093,protein_coding,8307,ENSP00000292782,259
JADE2,ENSG00000043143,protein_coding,11091,ENSP00000282605,834
ZIC2,ENSG00000043355,protein_coding,3290,ENSP00000365514,532
LCP2,ENSG00000043462,protein_coding,6823,ENSP00000046794,533
TRIT1,ENSG00000043514,protein_coding,6533,ENSP00000321810,467
ADRB1,ENSG00000043591,protein_coding,3039,ENSP00000358301,477
GUCA2B,ENSG00000044012,protein_coding,604,ENSP00000361662,112
CUL7,ENSG00000044090,protein_coding,7873,ENSP00000501292,1730
CTNNA1,ENSG00000044115,protein_coding,8830,ENSP00000304669,906
PHKA2,ENSG00000044446,protein_coding,8547,ENSP00000369274,1235
CNTLN,ENSG00000044459,protein_coding,11064,ENSP00000370021,1406
EPHA3,ENSG00000044524,protein_coding,6577,ENSP00000337451,983
HSPA5,ENSG00000044574,protein_coding,6530,ENSP00000324173,654
DSG2,ENSG00000046604,protein_coding,15150,ENSP00000261590,1118
GEMIN8,ENSG00000046647,protein_coding,4932,ENSP00000369895,242
OFD1,ENSG00000046651,protein_coding,15550,ENSP00000344314,1012
GPM6B,ENSG00000046653,protein_coding,5767,ENSP00000316861,328
MAGEC2,ENSG00000046774,protein_coding,1994,ENSP00000354660,373
PREX2,ENSG00000046889,protein_coding,12132,ENSP00000288368,1606
WDR37,ENSG00000047056,protein_coding,8029,ENSP00000497597,576
YTHDC2,ENSG00000047188,protein_coding,10805,ENSP00000161863,1430
CTPS2,ENSG00000047230,protein_coding,5531,ENSP00000352222,586
ATP6V1H,ENSG00000047249,protein_coding,5104,ENSP00000352522,483
POLR2B,ENSG00000047315,protein_coding,5891,ENSP00000312735,1174
FAM214A,ENSG00000047346,protein_coding,9848,ENSP00000443598,1083
ARAP2,ENSG00000047365,protein_coding,12427,ENSP00000302895,1704
TPR,ENSG00000047410,protein_coding,12350,ENSP00000356448,2363
CP,ENSG00000047457,protein_coding,7072,ENSP00000264613,1065
KATNIP,ENSG00000047578,protein_coding,9759,ENSP00000261588,1618
DTNBP1,ENSG00000047579,protein_coding,3046,ENSP00000341680,351
XK,ENSG00000047597,protein_coding,5174,ENSP00000367879,444
ANO2,ENSG00000047617,protein_coding,6058,ENSP00000498903,1003
C12orf4,ENSG00000047621,protein_coding,4932,ENSP00000261250,552
SCML1,ENSG00000047634,protein_coding,5497,ENSP00000369380,329
WWC3,ENSG00000047644,protein_coding,7416,ENSP00000370242,1216
ARHGAP6,ENSG00000047648,protein_coding,8893,ENSP00000338967,974
FAM184B,ENSG00000047662,protein_coding,6731,ENSP00000265018,1060
MAP4,ENSG00000047849,protein_coding,14994,ENSP00000407602,2297
GOPC,ENSG00000047932,protein_coding,4628,ENSP00000357484,462
ROS1,ENSG00000047936,protein_coding,8890,ENSP00000357494,2347
USP28,ENSG00000048028,protein_coding,5793,ENSP00000513009,1139
HDAC9,ENSG00000048052,protein_coding,17284,ENSP00000408617,1069
TSPAN17,ENSG00000048140,protein_coding,5215,ENSP00000309036,332
NOP16,ENSG00000048162,protein_coding,2806,ENSP00000483001,232
CC2D2A,ENSG00000048342,protein_coding,14588,ENSP00000374303,1632
RRM2B,ENSG00000048392,protein_coding,5391,ENSP00000428115,408
ZNF800,ENSG00000048405,protein_coding,5793,ENSP00000265827,664
TNFRSF17,ENSG00000048462,protein_coding,1015,ENSP00000053243,184
SNX29,ENSG00000048471,protein_coding,11299,ENSP00000456480,813
LMO3,ENSG00000048540,protein_coding,10002,ENSP00000442786,167
MRPS10,ENSG00000048544,protein_coding,2269,ENSP00000053468,201
GUCA1A,ENSG00000048545,protein_coding,2971,ENSP00000362049,201
RSF1,ENSG00000048649,protein_coding,15579,ENSP00000311513,1441
VPS13D,ENSG00000048707,protein_coding,20768,ENSP00000478104,4388
CELF2,ENSG00000048740,protein_coding,11029,ENSP00000488422,533
FAM120A,ENSG00000048828,protein_coding,7246,ENSP00000277165,1118
R3HDM1,ENSG00000048991,protein_coding,7892,ENSP00000506980,1134
COL9A2,ENSG00000049089,protein_coding,4215,ENSP00000361834,689
KITLG,ENSG00000049130,protein_coding,6205,ENSP00000495951,273
ERCC8,ENSG00000049167,protein_coding,26458,ENSP00000265038,415
ADAMTS6,ENSG00000049192,protein_coding,8565,ENSP00000370443,1117
H6PD,ENSG00000049239,protein_coding,9322,ENSP00000473348,802
VAMP3,ENSG00000049245,protein_coding,2733,ENSP00000054666,100
PER3,ENSG00000049246,protein_coding,8128,ENSP00000366755,1210
UTS2,ENSG00000049247,protein_coding,1793,ENSP00000054668,139
TNFRSF9,ENSG00000049249,protein_coding,6354,ENSP00000366729,255
EPN3,ENSG00000049283,protein_coding,4503,ENSP00000268933,632
LTBP1,ENSG00000049323,protein_coding,7348,ENSP00000386043,1721
RCN1,ENSG00000049449,protein_coding,4472,ENSP00000054950,331
ELN,ENSG00000049540,protein_coding,6572,ENSP00000510104,786
RFC2,ENSG00000049541,protein_coding,2211,ENSP00000055077,354
ARID1B,ENSG00000049618,protein_coding,45931,ENSP00000489729,2415
CLPTM1L,ENSG00000049656,protein_coding,6549,ENSP00000313854,538
NEDD4L,ENSG00000049759,protein_coding,34097,ENSP00000490696,1254
FOXP3,ENSG00000049768,protein_coding,2619,ENSP00000451208,456
PPP1R3F,ENSG00000049769,protein_coding,4378,ENSP00000055335,799
HEXB,ENSG00000049860,protein_coding,5015,ENSP00000261416,556
PTCD2,ENSG00000049883,protein_coding,12115,ENSP00000308948,388
NEXMIF,ENSG00000050030,protein_coding,12338,ENSP00000055682,1516
JKAMP,ENSG00000050130,protein_coding,4350,ENSP00000450749,325
DKK3,ENSG00000050165,protein_coding,11958,ENSP00000433112,364
ARHGEF5,ENSG00000050327,protein_coding,5818,ENSP00000056217,1597
NFE2L3,ENSG00000050344,protein_coding,4303,ENSP00000056233,694
MCUR1,ENSG00000050393,protein_coding,6057,ENSP00000368468,359
LIMA1,ENSG00000050405,protein_coding,6291,ENSP00000378400,760
LETMD1,ENSG00000050426,protein_coding,6032,ENSP00000389903,373
SLC4A8,ENSG00000050438,protein_coding,17920,ENSP00000405812,1093
LAMC3,ENSG00000050555,protein_coding,8939,ENSP00000354360,1575
PTGER3,ENSG00000050628,protein_coding,10287,ENSP00000423561,425
TNIP3,ENSG00000050730,protein_coding,3749,ENSP00000426613,376
MAPK9,ENSG00000050748,protein_coding,8955,ENSP00000394560,424
COL23A1,ENSG00000050767,protein_coding,4359,ENSP00000375069,540
BCAR1,ENSG00000050820,protein_coding,9199,ENSP00000391669,916
FHIP1B,ENSG00000051009,protein_coding,4726,ENSP00000265978,986
HERPUD1,ENSG00000051108,protein_coding,5062,ENSP00000409555,391
HOMER3,ENSG00000051128,protein_coding,3422,ENSP00000376162,361
RAD51,ENSG00000051180,protein_coding,3084,ENSP00000372088,340
POLQ,ENSG00000051341,protein_coding,9185,ENSP00000264233,2590
PIK3CB,ENSG00000051382,protein_coding,8203,ENSP00000289153,1070
CYBA,ENSG00000051523,protein_coding,4161,ENSP00000512451,254
THOC3,ENSG00000051596,protein_coding,3449,ENSP00000265097,351
HEBP2,ENSG00000051620,protein_coding,10352,ENSP00000475750,205
MPHOSPH9,ENSG00000051825,protein_coding,10304,ENSP00000475489,1183
PLEKHA5,ENSG00000052126,protein_coding,36233,ENSP00000404296,1282
PRSS8,ENSG00000052344,protein_coding,2975,ENSP00000319730,343
SIKE1,ENSG00000052723,protein_coding,5894,ENSP00000358541,211
RRP12,ENSG00000052749,protein_coding,8530,ENSP00000360031,1297
FNIP2,ENSG00000052795,protein_coding,10981,ENSP00000264433,1114
MSMO1,ENSG00000052802,protein_coding,2852,ENSP00000261507,293
TTC17,ENSG00000052841,protein_coding,11296,ENSP00000515494,1198
ALX4,ENSG00000052850,protein_coding,5727,ENSP00000498217,411
FSTL4,ENSG00000053108,protein_coding,6710,ENSP00000265342,842
FOXN3,ENSG00000053254,protein_coding,11154,ENSP00000261302,490
METTL24,ENSG00000053328,protein_coding,3839,ENSP00000344071,366
AKR7A2,ENSG00000053371,protein_coding,3753,ENSP00000235835,359
MRTO4,ENSG00000053372,protein_coding,2556,ENSP00000364320,239
NNAT,ENSG00000053438,protein_coding,1329,ENSP00000497857,125
